id,name
9a666e09-3331-4b15-a965-7857221088c3,Music-Demo-Staging
b59a9bce-8238-4ed8-8c5b-ed0f9ea54ab8,localhost.localdomain
394db1c6-9220-47c5-aff7-ae43fae1123c,SW-OPTICS3
f34293a4-f3d6-44c8-a515-ba23168e590b,LW-WIN7X64
65701ebc-fa89-433e-b528-44855f76fad4,PAS-OPTICSSYS1
5f49a908-838c-4b3b-8882-46612490587c,EGCYLANCEPRO
070a577e-52d9-4865-9f4b-0c7cf57d00a0,OPT-PT-MM-02
8a41f2b2-be70-4a58-80e3-8740f972fd9e,ORCATEST
2bce3acd-6ecf-4f8e-a171-7dafd1fdf657,MALERBAA-WIN7A
799b6124-c315-431a-ae4f-2367282b73aa,WIN-U6H0T8IO37A
1b9a22a5-5bf1-492b-9503-781e2c107616,WINKMAC-DEMO-VM
aad18cd3-2b05-45a3-adb5-ccd6d2d149dd,rsundin-linux
a224732f-97e1-444e-853c-6a63ab7405d5,linux-baylep
16a8fad0-ff7c-4f94-bb5b-c0446d98d0da,QAKBOT2
cf5b9961-7261-4d86-9d3c-b6c0747979b2,AFM-NEW-OPTICS
cdcf81e9-117b-4599-b6a6-69ccc9a9f43e,RSUNDIN-CY-OLD
53a9a17d-1c35-4cd0-9bcc-3cd7acdcd7a5,CYL-UBT-JPN-JC
891a9de9-6a59-4e23-a223-37fc5342e396,SW-PROTECT1370
157e9001-2f75-4846-b9dc-583025f1ab4d,PB-1370
cf8cdd86-4320-4fb7-91ac-d0dc693772ee,PB-1320
2756a95c-dd53-4fb2-b5ce-4bcad4b180d1,DEMOPTNJ1
1f814534-6ccb-4ec9-bc35-1206afa5fbe1,OP2RT1-WIN10
32eccd2b-401f-42ef-9904-d5548f993d6c,TD-MacOS_10.12
0cffea47-1fa5-44e7-a448-4042ab18d10f,ALDERMAN_OPTICS
2551f113-8b00-4472-b630-9072ae2b5ff1,MLOCKE-PROTECT-VM w/ Optics
7137a0f1-b462-40e7-b779-64c2ef706017,AX-PROTECT
b317d4b3-48ba-4c7d-ac07-8cddb09edcf9,JLP001
e85f4c0b-f349-4a89-afed-572d527e9ac5,JL001
ba2e4f36-fe31-40b0-8813-54642806dd8a,JL003
60fbf1d3-3481-486e-9ab4-60194a2d0024,JL002
266d1531-cff7-43be-a32a-5e060ae47ffc,CFS-WIN7CYPRO
847bb572-a677-4cf5-b1f0-2fb450e94474,JD-CPRO-OPT-01
342ad9cb-f720-4e33-94c4-0deb443de3b0,MAL-MD-C02S71XUG8WL
5713a4e8-64c2-4635-8184-ece671506d47,KH-UBT4-STAGING
c74cd9ab-4d8a-4977-b0c2-c47a66526eec,KH-OPTICSTEST
b7d3d854-e659-4431-9caa-c9abf4c3dca5,NICI-T61
4067b999-9b18-4c12-94bf-3a302a1f5033,RS-WIN7-32BIT
fcc62aff-e72a-438d-83fc-84081194cf13,KEMAC-OPTICS
0c513117-1e88-4c33-a179-4d05f74a38f7,SW-OPTICS
36803005-314f-48f0-a963-e6a95f80c7e9,SW-OPTICS2
860762e4-5de1-48e6-ab9d-4735fddf1364,MF-TESTA
12f32bd7-2499-4241-b736-4ba78ea9a55b,BWCYOPTICS2
b295cad2-aeff-48f4-b54d-de5ade30a7a2,QUINNPROTECT
510be0b9-5b17-416a-b4d9-8a56c6410f5d,JS-VM-OPTICS
0c85f818-5d55-4389-bca5-8e10df47ec5a,MICROSOFT
f2112017-b020-4ee0-ad3b-f74fabeb2001,jllinux.localdomain
6cd7368c-0cbf-472b-af6f-611f0c16dea1,WIN-A49J8AILB10
5e95d854-0f34-4bb8-a2d2-ab7295a5ec5d,KEMAC-PROT64
8cb2aa77-d851-46c6-8850-b93257c81004,DOE-PC
f6d9ab72-b294-47b8-aaee-9abfcf384a53,GD-STAGING
0435cb4f-ac1d-4a83-941b-5eabd4f115e4,webbl-centos7
ad33e210-2968-4861-8501-306203aad9c3,PAS-VICTIM1
e5c48ed9-70fa-40b2-bcc1-1a9a7b5430bb,DESKTOP-KPJ0QOR
9e1ccb7e-ebe1-4298-a213-dc5dc2f9165d,amlinux-prot-vm
06f5289e-2f21-41b4-ba24-b7062bf5ac95,DESKTOP-6ESPJRT
040f01f2-016a-4013-b9d4-e3e428729852,mh-cent7-64-demo-localdomain
e30ffb7f-f5bc-4be8-9a0a-c030c9e49ec8,dap-cylinuxdemo
8f532f50-c662-46b2-b3c8-7b36ed77625a,AX-CYLANCE-DEMO
1864b817-0e2d-44de-92a0-bb5ac984fc3c,AX-CYLANCE-DEMO
498befcb-12d1-4ee3-b76a-9f6735164679,AX-CYLANCE-DEMO
99447c56-52b5-415f-9a09-ec72b0a60872,VICTIM10
364ead75-3bcc-484d-98cc-76142df230f2,static-osx-demo
4275710e-fd6c-46b9-a31f-d83ca74a5831,MH-DEV
1e6269af-5e4f-4746-add9-6c223ce93e75,MS-UBT-CYL-VM
7edbc104-f2af-4823-b3ee-bdd2541c1a73,MS-UBT-CYL-VM
8a424759-b4c8-4883-b6cd-f0556d480fdf,DPRES-DEMO-14XX
